고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,핸드셋
K104220,여,38,23/10/98,24,0,선불,CAT100,S80
K104230,여,37,07/06/98,28.6,1,선불,CAT100,S50
K104240,여,27,04/01/97,45.9,2,선불,CAT100,ASAD170
K104250,여,50,17/07/99,15.1,2,선불,CAT100,ASAD90
K104260,여,37,04/09/97,37.8,1,선불,CAT100,S80
K104270,남,47,11/01/96,57.866667,2,선불,CAT100,S50
K104280,여,51,01/06/96,53.133333,2,선불,CAT100,ASAD170
K104290,남,43,02/12/98,22.666667,1,선불,CAT100,ASAD90
K104300,여,27,08/12/99,10.3,0,선불,CAT100,S50
K104310,남,48,17/10/97,36.366667,2,선불,CAT100,S80
K104320,남,26,19/10/96,48.466667,2,선불,CAT100,ASAD170
K104330,남,36,22/08/96,50.4,0,선불,CAT100,ASAD170
K104340,남,33,21/03/97,43.366667,0,선불,CAT100,ASAD90
K104350,여,31,14/04/97,42.566667,2,선불,CAT100,ASAD90
K104360,남,35,10/07/96,51.833333,2,선불,CAT100,ASAD170
K104370,남,66,13/04/98,30.433333,0,선불,CAT100,S80
K104380,여,32,31/07/99,14.633333,8,선불,CAT100,S80
K104390,여,30,11/08/99,14.266667,2,선불,CAT100,ASAD170
K104400,남,31,17/11/99,11,0,선불,CAT100,ASAD90
K104410,남,37,18/11/99,10.966667,0,선불,CAT100,S50
K104420,여,44,14/12/98,22.266667,2,선불,CAT100,S80
K104430,남,31,26/09/99,12.733333,0,선불,CAT100,ASAD170
K104440,여,38,08/06/97,40.733333,0,선불,CAT100,S80
K104450,남,72,14/01/97,45.566667,1,선불,CAT100,S50
K104460,여,27,25/10/96,48.266667,2,선불,CAT100,ASAD170
K104470,여,36,26/05/98,29,0,선불,CAT100,S80
K104480,남,30,17/11/99,11,1,선불,CAT100,ASAD90
K104490,남,53,09/05/99,17.4,3,선불,CAT100,S80
K104500,여,35,06/01/99,21.5,1,선불,CAT100,ASAD90
K104510,남,38,09/11/96,47.766667,2,선불,CAT100,ASAD170
K104520,남,28,11/04/98,30.5,0,선불,CAT100,ASAD90
K104530,남,33,15/02/96,56.7,6,선불,CAT100,ASAD90
K104540,남,56,09/10/98,24.466667,0,선불,CAT100,S50
K104550,남,33,18/11/99,10.966667,3,선불,CAT100,ASAD90
K104560,여,52,06/03/96,56.033333,0,선불,CAT100,S50
K104570,여,27,24/12/96,46.266667,0,선불,CAT100,ASAD170
K104580,남,52,01/03/98,31.866667,0,선불,CAT100,S50
K104590,남,51,31/12/98,21.7,2,선불,CAT100,S80
K104600,남,67,02/05/98,29.8,1,선불,CAT100,S50
K104610,남,38,18/07/96,51.566667,1,선불,CAT100,S80
K104620,남,57,08/12/96,46.8,2,선불,CAT100,S80
K104630,여,45,26/08/99,13.766667,1,선불,CAT100,ASAD170
K104640,여,29,16/02/98,32.3,2,선불,CAT100,S80
K104650,남,45,24/02/99,19.866667,1,선불,CAT100,S50
K104660,여,31,10/06/97,40.666667,0,선불,CAT100,S80
K104670,남,46,22/08/97,38.233333,1,선불,CAT100,S50
K104680,여,33,26/05/96,53.333333,0,선불,CAT100,ASAD90
K104690,여,48,06/11/96,47.866667,1,선불,CAT100,S50
K104700,여,27,15/02/97,44.5,3,선불,CAT100,S50
K104710,여,51,15/10/99,12.1,1,선불,CAT100,ASAD90
K104720,남,39,26/09/98,24.9,5,선불,CAT100,S80
K104730,여,27,28/12/97,33.966667,2,선불,CAT100,ASAD170
K104740,남,30,11/10/96,48.733333,0,선불,CAT100,S80
K104750,여,59,16/06/98,28.3,9,선불,CAT100,ASAD90
K104760,남,29,04/04/97,42.9,2,선불,CAT100,ASAD170
K104770,여,56,02/12/97,34.833333,8,선불,CAT100,ASAD90
K104780,여,52,17/10/97,36.366667,1,선불,CAT100,S50
K104790,남,53,06/11/99,11.366667,0,선불,CAT100,ASAD90
K104800,여,34,15/09/96,49.6,1,선불,CAT100,S80
K104810,남,53,05/09/99,13.433333,0,선불,CAT100,S80
K104820,여,28,28/05/98,28.933333,1,선불,CAT100,S50
K104830,남,63,07/03/99,19.5,2,선불,CAT100,S80
K104840,남,39,03/10/99,12.5,1,선불,CAT100,S80
K104850,여,34,05/07/98,27.666667,1,선불,CAT100,S50
K104860,여,45,17/03/98,31.333333,2,선불,CAT100,S50
K104870,남,47,20/11/98,23.066667,1,선불,CAT100,ASAD170
K104880,남,28,23/12/99,9.8,6,선불,CAT100,ASAD90
K104890,남,28,22/11/99,10.833333,2,선불,CAT100,ASAD170
K104900,남,46,10/02/98,32.5,0,선불,CAT100,S50
K104910,남,33,19/12/99,9.933333,0,선불,CAT100,S80
K104920,여,38,28/04/97,42.1,8,선불,CAT100,ASAD170
K104930,여,40,01/11/97,35.866667,2,선불,CAT100,ASAD170
K104940,남,31,27/03/97,43.166667,1,선불,CAT100,S50
K104950,여,27,17/06/98,28.266667,0,선불,CAT100,ASAD170
K104960,남,30,28/11/97,34.966667,2,선불,CAT100,S80
K104970,남,50,03/12/99,10.466667,9,선불,CAT100,ASAD170
K104980,남,48,13/01/98,33.433333,1,선불,CAT100,S50
K104990,남,41,31/03/99,18.7,1,선불,CAT100,S50
K105000,남,66,11/12/98,22.366667,7,선불,CAT100,ASAD90
K105010,남,36,31/12/96,46.033333,2,선불,CAT100,ASAD170
K105020,남,31,21/05/99,17,8,선불,CAT100,S80
K105030,남,72,13/07/98,27.4,1,선불,CAT100,S50
K105040,여,41,28/12/96,46.133333,2,선불,CAT100,ASAD170
K105050,여,40,06/10/99,12.4,4,선불,CAT100,S80
K105060,남,52,13/11/99,11.133333,6,선불,CAT100,ASAD170
K105070,여,47,08/09/99,13.333333,0,선불,CAT100,S50
K105080,여,32,15/03/98,31.4,10,선불,CAT100,ASAD90
K105090,남,37,27/08/97,38.066667,1,선불,CAT100,S80
K105100,남,65,28/06/99,15.733333,2,선불,CAT100,S50
K105110,여,31,08/06/99,16.4,0,선불,CAT100,ASAD90
K105120,여,41,25/10/98,23.933333,2,선불,CAT100,S50
K105130,여,32,28/11/97,34.966667,2,선불,CAT100,S50
K105140,여,27,21/08/96,50.433333,8,선불,CAT100,S80
K105150,여,37,19/08/99,14,2,선불,CAT100,ASAD90
K105160,남,44,05/10/98,24.6,1,선불,CAT100,S50
K105170,남,32,01/10/96,49.066667,2,선불,CAT100,S80
K105180,남,35,03/05/97,41.933333,0,선불,CAT100,S80
K105190,남,33,08/03/99,19.466667,1,선불,CAT100,ASAD170
K105200,여,35,23/10/98,24,0,선불,CAT100,ASAD90
K105210,여,44,02/05/98,29.8,2,선불,CAT100,ASAD90
K105220,남,34,23/08/99,13.866667,3,선불,CAT100,ASAD170
K105230,여,55,22/05/98,29.133333,10,선불,CAT100,ASAD90
K105240,여,33,24/02/99,19.866667,1,선불,CAT100,S80
K105250,남,46,18/10/99,12,0,선불,CAT100,ASAD90
K105260,남,30,28/10/99,11.666667,1,선불,CAT100,S80
K105270,여,54,15/11/96,47.566667,1,선불,CAT100,ASAD170
K105280,남,31,15/01/96,57.733333,0,선불,CAT100,S80
K105290,남,32,25/10/96,48.266667,0,선불,CAT100,S50
K105300,남,44,11/11/98,23.366667,0,선불,CAT100,ASAD90
K105310,남,40,03/07/98,27.733333,2,선불,CAT100,ASAD90
K105320,남,27,18/02/97,44.4,0,선불,CAT100,S80
K105330,여,42,24/09/97,37.133333,2,선불,CAT100,S50
K105340,남,49,21/09/98,25.066667,2,선불,CAT100,S80
K105350,여,32,15/07/99,15.166667,2,선불,CAT100,ASAD170
K105360,여,36,05/11/98,23.566667,2,선불,CAT100,ASAD90
K105370,남,30,05/10/96,48.933333,2,선불,CAT100,ASAD90
K105380,남,54,02/05/99,17.633333,2,선불,CAT100,ASAD170
K105390,여,51,23/10/97,36.166667,7,선불,CAT100,ASAD170
K105400,남,61,13/08/96,50.7,1,선불,CAT100,ASAD90
K105410,여,36,07/02/98,32.6,0,선불,CAT100,S80
K105420,남,27,26/03/99,18.866667,0,선불,CAT100,ASAD170
K105430,여,34,09/06/98,28.533333,0,선불,CAT100,ASAD90
K105440,여,26,07/01/99,21.466667,1,선불,CAT100,ASAD90
K105450,여,35,27/07/98,26.933333,9,선불,CAT100,ASAD170
K105460,남,39,04/03/99,19.6,2,선불,CAT100,ASAD90
K105470,여,60,25/11/97,35.066667,2,선불,CAT100,S80
K105480,여,52,21/04/99,18,0,선불,CAT100,ASAD170
K105490,여,42,03/10/96,49,6,선불,CAT100,S80
K105500,여,52,23/05/99,16.933333,2,선불,CAT100,ASAD90
K105510,여,38,04/02/96,57.066667,0,선불,CAT100,S80
K105520,여,64,08/08/97,38.7,1,선불,CAT100,ASAD170
K105530,남,51,20/09/96,49.433333,3,선불,CAT100,S80
K105540,남,26,18/09/98,25.166667,9,선불,CAT100,S50
K105550,여,34,14/12/99,10.1,0,선불,CAT100,S80
K105560,남,30,21/10/99,11.9,1,선불,CAT100,ASAD90
K105570,여,65,28/05/98,28.933333,6,선불,CAT100,S50
K105580,여,37,03/12/96,46.966667,2,선불,CAT100,S80
K105590,남,34,18/04/98,30.266667,0,선불,CAT100,ASAD170
K105600,여,29,06/02/96,57,2,선불,CAT100,S80
K105610,남,29,08/01/97,45.766667,1,선불,CAT100,S50
K105620,여,43,10/11/99,11.233333,2,선불,CAT100,S50
K105630,여,60,04/06/99,16.533333,1,선불,CAT100,S80
K105640,남,46,13/10/97,36.5,0,선불,CAT100,ASAD90
K105650,여,30,19/09/98,25.133333,0,선불,CAT100,S50
K105660,남,48,20/03/98,31.233333,11,선불,CAT100,ASAD90
K105670,남,42,08/05/96,53.933333,0,선불,CAT100,ASAD170
K105680,남,31,31/12/96,46.033333,0,선불,CAT100,ASAD90
K105690,남,36,07/10/98,24.533333,1,선불,CAT100,ASAD170
K105700,남,33,25/09/97,37.1,2,선불,CAT100,ASAD170
K105710,여,70,23/04/99,17.933333,8,선불,CAT100,ASAD90
K105720,여,28,10/01/98,33.533333,2,선불,CAT100,ASAD90
K105730,남,45,03/12/98,22.633333,7,선불,CAT100,ASAD90
K105740,남,26,27/06/97,40.1,1,선불,CAT100,ASAD90
K105750,남,38,04/04/97,42.9,1,선불,CAT100,S80
K105760,여,38,25/07/98,27,0,선불,CAT100,S80
K105770,여,49,08/02/97,44.733333,2,선불,CAT100,S80
K105780,남,32,31/01/98,32.833333,2,선불,CAT100,ASAD90
K105790,남,37,26/10/97,36.066667,1,선불,CAT100,S80
K105800,남,30,04/04/97,42.9,0,선불,CAT100,ASAD170
K105810,여,26,31/03/98,30.866667,1,선불,CAT100,ASAD170
K105820,남,27,25/07/97,39.166667,1,선불,CAT100,S80
K105830,여,30,28/10/99,11.666667,0,선불,CAT100,S50
K105840,남,31,19/02/97,44.366667,0,선불,CAT100,ASAD90
K105850,여,33,13/10/98,24.333333,1,선불,CAT100,ASAD170
K105860,여,34,26/04/96,54.333333,6,선불,CAT100,ASAD170
K105870,남,30,25/12/99,9.733333,11,선불,CAT100,S80
K105880,여,30,21/01/97,45.333333,2,선불,CAT100,ASAD170
K105890,남,31,11/09/97,37.566667,1,선불,CAT100,ASAD90
K105900,남,47,20/03/97,43.4,1,선불,CAT100,ASAD170
K105910,여,29,11/05/99,17.333333,0,선불,CAT100,S50
K105920,남,33,14/06/98,28.366667,1,선불,CAT100,S50
K105930,남,31,26/07/96,51.3,11,선불,CAT100,S50
K105940,여,27,26/06/98,27.966667,4,선불,CAT100,S80
K105950,남,29,31/10/97,35.9,0,선불,CAT100,ASAD170
K105960,남,32,18/07/99,15.066667,0,선불,CAT100,ASAD170
K105970,남,39,24/03/97,43.266667,0,선불,CAT100,S80
K105980,남,29,09/02/99,20.366667,0,선불,CAT100,S80
K105990,여,31,12/12/96,46.666667,1,선불,CAT100,S80
K106000,남,46,10/01/99,21.366667,0,선불,CAT100,ASAD170
K106010,여,30,09/06/99,16.366667,1,선불,CAT100,S50
K106020,여,29,15/07/99,15.166667,4,선불,CAT100,ASAD170
K106030,여,28,16/03/98,31.366667,0,선불,CAT100,ASAD170
K106040,여,36,27/08/98,25.9,2,선불,CAT100,ASAD170
K106050,남,26,18/08/98,26.2,2,선불,CAT100,ASAD90
K106060,여,33,02/04/98,30.8,6,선불,CAT100,S50
K106070,여,43,17/10/97,36.366667,0,선불,CAT100,S50
K106080,남,40,23/09/97,37.166667,11,선불,CAT100,S80
K106090,남,33,23/09/96,49.333333,5,선불,CAT100,ASAD90
K106100,여,27,12/04/96,54.8,10,선불,CAT100,S50
K106110,남,28,12/11/96,47.666667,0,선불,CAT100,S50
K106120,남,33,22/06/99,15.933333,10,선불,CAT100,S50
K106130,여,36,08/06/96,52.9,2,선불,CAT100,S80
K106140,남,43,14/01/99,21.233333,7,선불,CAT100,S80
K106150,남,33,07/09/99,13.366667,2,선불,CAT100,ASAD170
K106160,여,28,27/06/97,40.1,2,선불,CAT100,ASAD170
K106170,남,27,26/11/98,22.866667,2,선불,CAT100,S80
K106180,남,44,26/08/99,13.766667,3,선불,CAT100,S80
K106190,남,68,31/07/98,26.8,2,선불,CAT100,S50
K106200,남,50,18/08/99,14.033333,0,선불,CAT100,S80
K106210,여,30,16/02/98,32.3,6,선불,CAT100,ASAD170
K106220,여,29,05/07/96,52,0,선불,CAT100,ASAD90
K106230,여,45,15/03/98,31.4,1,선불,CAT100,S50
K106240,여,43,04/03/96,56.1,11,선불,CAT100,S80
K106250,여,40,11/04/99,18.333333,0,선불,CAT100,ASAD90
K106260,남,43,09/02/98,32.533333,2,선불,CAT100,S50
K106270,남,27,20/07/97,39.333333,2,선불,CAT100,ASAD170
K106280,여,29,22/08/98,26.066667,0,선불,CAT100,ASAD90
K106290,남,38,26/10/98,23.9,1,선불,CAT100,S80
K106300,남,34,08/11/98,23.466667,9,선불,CAT100,S50
K106310,남,30,03/01/97,45.933333,0,선불,CAT100,ASAD90
K106320,남,48,24/04/99,17.9,0,선불,CAT100,S80
K106330,여,35,19/11/96,47.433333,1,선불,CAT100,ASAD90
K106340,남,36,13/11/97,35.466667,2,선불,CAT100,ASAD90
K106350,남,36,10/04/96,54.866667,2,선불,CAT100,ASAD170
K106360,남,31,04/08/96,51,0,선불,CAT100,S80
K106370,남,27,06/09/99,13.4,0,선불,CAT100,ASAD90
K106380,남,42,20/09/98,25.1,1,선불,CAT100,S50
K106390,남,63,03/02/99,20.566667,10,선불,CAT100,S80
K106400,여,34,22/09/98,25.033333,2,선불,CAT100,ASAD170
K106410,여,27,08/07/96,51.9,1,선불,CAT100,ASAD170
K106420,여,28,26/01/97,45.166667,2,선불,CAT100,ASAD170
K106430,남,38,05/03/96,56.066667,0,선불,CAT100,ASAD170
K106440,여,40,15/10/99,12.1,0,선불,CAT100,S50
K106450,여,31,17/11/97,35.333333,2,선불,CAT100,S80
K106460,남,41,22/08/98,26.066667,0,선불,CAT100,ASAD90
K106470,남,30,23/05/98,29.1,0,선불,CAT100,S80
K106480,남,60,12/02/99,20.266667,1,선불,CAT100,S80
K106490,남,28,09/07/96,51.866667,0,선불,CAT100,S50
K106500,여,74,10/11/96,47.733333,1,선불,CAT100,ASAD90
K106510,남,32,20/04/97,42.366667,0,선불,CAT100,S80
K106520,여,30,01/07/99,15.633333,2,선불,CAT100,ASAD90
K106530,여,42,06/09/96,49.9,1,선불,CAT100,ASAD170
K106540,여,30,09/02/96,56.9,7,선불,CAT100,S50
K106550,남,31,24/06/96,52.366667,0,선불,CAT100,S80
K106560,남,36,24/05/97,41.233333,0,선불,CAT100,S50
K106570,여,43,10/11/99,11.233333,0,선불,CAT100,S50
K106580,남,32,22/02/99,19.933333,1,선불,CAT100,ASAD90
K106590,여,37,25/11/97,35.066667,8,선불,CAT100,ASAD90
K106600,여,63,18/10/96,48.5,1,선불,CAT100,ASAD170
K106610,남,33,10/05/98,29.533333,2,선불,CAT100,ASAD170
K106620,여,34,26/09/99,12.733333,0,선불,CAT100,ASAD170
K106630,여,38,21/05/98,29.166667,2,선불,CAT100,S50
K106640,남,42,15/10/98,24.266667,2,선불,CAT100,ASAD170
K106650,여,69,09/01/96,57.933333,10,선불,CAT100,ASAD90
K106660,여,27,24/08/96,50.333333,1,선불,CAT100,S50
K106670,여,35,17/08/98,26.233333,7,선불,CAT100,ASAD90
K106680,여,40,02/03/99,19.666667,2,선불,CAT100,ASAD90
K106690,남,32,18/05/98,29.266667,2,선불,CAT100,ASAD170
K106700,여,47,03/02/99,20.566667,1,선불,CAT100,ASAD170
K106710,여,28,19/07/96,51.533333,1,선불,CAT100,ASAD90
K106720,남,64,02/01/99,21.633333,0,선불,CAT100,S50
K106730,여,38,27/05/99,16.8,1,선불,CAT100,ASAD170
K106740,여,29,27/08/96,50.233333,5,선불,CAT100,ASAD90
K106750,남,26,20/05/96,53.533333,0,선불,CAT100,S80
K106760,여,51,19/01/98,33.233333,1,선불,CAT100,ASAD170
K106770,남,45,23/01/98,33.1,0,선불,CAT100,S50
K106780,여,27,17/01/99,21.133333,1,선불,CAT100,ASAD170
K106790,여,41,12/09/96,49.7,1,선불,CAT100,ASAD90
K106800,남,38,20/01/96,57.566667,11,선불,CAT100,S80
K106810,여,46,12/11/99,11.166667,2,선불,CAT100,ASAD170
K106820,남,38,04/11/99,11.433333,2,선불,CAT100,ASAD90
K106830,여,27,07/01/96,58,8,선불,CAT100,ASAD170
K106840,여,35,02/06/96,53.1,1,선불,CAT100,ASAD90
K106850,남,30,05/03/98,31.733333,9,선불,CAT100,S50
K106860,여,55,01/03/99,19.7,0,선불,CAT100,ASAD90
K106870,여,28,22/11/97,35.166667,9,선불,CAT100,ASAD90
K106880,남,35,05/12/97,34.733333,0,선불,CAT100,S80
K106890,남,40,16/06/99,16.133333,1,선불,CAT100,ASAD170
K106900,여,29,13/07/96,51.733333,1,선불,CAT100,S80
K106910,여,30,14/01/96,57.766667,2,선불,CAT100,ASAD90
K106920,여,27,23/05/96,53.433333,0,선불,CAT100,S80
K106930,여,30,23/02/96,56.433333,0,선불,CAT100,S50
K106940,여,47,22/07/97,39.266667,2,선불,CAT100,S50
K106950,여,51,15/11/99,11.066667,2,선불,CAT100,ASAD170
K106960,여,39,17/01/96,57.666667,0,선불,CAT100,S50
K106970,남,35,01/12/98,22.7,0,선불,CAT100,S50
K106980,남,41,17/03/96,55.666667,10,선불,CAT100,ASAD90
K106990,남,30,09/06/96,52.866667,8,선불,CAT100,S50
K107000,여,52,21/03/97,43.366667,0,선불,CAT100,S80
K107010,남,27,05/02/96,57.033333,0,선불,CAT100,S50
K107020,여,43,25/04/97,42.2,7,선불,CAT100,S50
K107030,남,45,15/05/99,17.2,0,선불,CAT100,ASAD90
K107040,남,41,15/09/98,25.266667,0,선불,CAT100,ASAD90
K107050,여,45,14/04/98,30.4,1,선불,CAT100,S80
K107060,여,31,07/07/96,51.933333,1,선불,CAT100,S50
K107070,여,51,11/12/99,10.2,0,선불,CAT100,S50
K107080,남,31,12/12/96,46.666667,8,선불,CAT100,ASAD90
K107090,남,37,12/09/98,25.366667,1,선불,CAT100,S80
K107100,남,47,22/12/98,22,2,선불,CAT100,ASAD90
K107110,여,49,14/12/99,10.1,7,선불,CAT100,ASAD90
K107120,남,30,04/08/97,38.833333,2,선불,CAT100,ASAD170
K107130,남,52,11/11/97,35.533333,6,선불,CAT100,ASAD90
K107140,남,44,02/09/98,25.7,1,선불,CAT100,S80
K107150,남,72,03/08/96,51.033333,0,선불,CAT100,ASAD90
K107160,남,48,19/11/99,10.933333,6,선불,CAT100,ASAD170
K107170,여,49,12/12/98,22.333333,7,선불,CAT100,ASAD90
K107180,여,40,31/12/96,46.033333,0,선불,CAT100,ASAD90
K107190,남,72,31/01/97,45,2,선불,CAT100,S50
K107200,남,36,25/12/99,9.733333,1,선불,CAT100,S50
K107210,여,31,19/02/99,20.033333,0,선불,CAT100,S80
K107220,남,31,02/06/98,28.766667,2,선불,CAT100,ASAD170
K107230,남,52,24/11/97,35.1,1,선불,CAT100,S50
K107240,남,31,06/03/98,31.7,3,선불,CAT100,ASAD170
K107250,남,68,16/07/96,51.633333,5,선불,CAT100,S80
K107260,여,41,01/01/97,46,0,선불,CAT100,S50
K107270,여,38,19/10/99,11.966667,2,선불,CAT100,S80
K107280,여,35,25/01/96,57.4,1,선불,CAT100,ASAD90
K107290,여,28,27/03/98,31,2,선불,CAT100,S80
K107300,여,43,16/06/96,52.633333,1,선불,CAT100,S50
K107310,여,41,23/03/99,18.966667,1,선불,CAT100,ASAD90
K107320,여,49,03/07/96,52.066667,3,선불,CAT100,ASAD90
K107330,여,38,11/03/97,43.7,8,선불,CAT100,ASAD170
K107340,여,29,13/10/97,36.5,1,선불,CAT100,ASAD90
K107350,남,36,19/05/99,17.066667,10,선불,CAT100,ASAD90
K107360,여,52,24/01/97,45.233333,1,선불,CAT100,S80
K107370,남,33,09/02/98,32.533333,3,선불,CAT100,S50
K107380,남,68,17/02/96,56.633333,1,선불,CAT100,ASAD170
K107390,남,32,11/01/97,45.666667,7,선불,CAT100,ASAD170
K107400,여,35,11/08/98,26.433333,9,선불,CAT100,ASAD90
K107410,남,40,02/05/99,17.633333,2,선불,CAT100,ASAD90
K107420,남,33,24/12/98,21.933333,0,선불,CAT100,ASAD170
K107430,여,32,06/06/96,52.966667,1,선불,CAT100,ASAD90
K107440,여,31,11/02/97,44.633333,1,선불,CAT100,S80
K107450,여,51,13/10/97,36.5,0,선불,CAT100,S50
K107460,여,46,11/05/96,53.833333,1,선불,CAT100,ASAD90
K107470,여,28,01/06/98,28.8,1,선불,CAT100,S80
K107480,남,28,07/03/98,31.666667,1,선불,CAT100,ASAD170
K107490,남,36,26/03/99,18.866667,11,선불,CAT100,S80
K107500,남,56,19/06/98,28.2,1,선불,CAT100,S80
K107510,여,39,28/04/99,17.766667,0,선불,CAT100,S50
K107520,남,45,21/05/97,41.333333,1,선불,CAT100,S80
K107530,남,27,21/01/98,33.166667,2,선불,CAT100,S50
K107540,남,41,14/10/96,48.633333,0,선불,CAT100,ASAD90
K107550,여,33,06/09/96,49.9,1,선불,CAT100,ASAD90
K107560,남,40,02/10/96,49.033333,0,선불,CAT100,S50
K107570,여,50,04/09/96,49.966667,0,선불,CAT100,ASAD170
K107580,남,43,01/12/99,10.533333,9,선불,CAT100,ASAD170
K107590,여,38,10/08/99,14.3,2,선불,CAT100,S80
K107600,남,44,09/07/96,51.866667,2,선불,CAT100,ASAD90
K107610,여,27,26/04/98,30,2,선불,CAT100,ASAD90
K107620,남,29,13/10/99,12.166667,0,선불,CAT100,S80
K107630,남,36,04/07/99,15.533333,1,선불,CAT100,S80
K107640,남,52,21/05/97,41.333333,0,선불,CAT100,S80
K107650,여,37,19/08/96,50.5,0,선불,CAT100,ASAD90
K107660,남,52,17/11/99,11,0,선불,CAT100,S80
K107670,남,43,15/08/98,26.3,0,선불,CAT100,S80
K107680,여,28,19/08/96,50.5,1,선불,CAT100,S50
K107690,여,32,25/01/97,45.2,2,선불,CAT100,ASAD90
K107700,남,28,31/07/97,38.966667,1,선불,CAT100,ASAD170
K107710,남,28,20/01/97,45.366667,0,선불,CAT100,ASAD90
K107720,남,30,11/03/98,31.533333,0,선불,CAT100,S80
K107730,남,42,04/11/98,23.6,0,선불,CAT100,S50
K107740,남,27,13/11/96,47.633333,1,선불,CAT100,ASAD170
K107750,여,39,11/06/96,52.8,2,선불,CAT100,ASAD170
K107760,여,32,16/06/96,52.633333,0,선불,CAT100,ASAD90
K107770,여,27,11/04/96,54.833333,2,선불,CAT100,ASAD170
K107780,여,39,25/06/96,52.333333,2,선불,CAT100,S80
K107790,남,55,21/03/98,31.2,2,선불,CAT100,ASAD90
K107800,남,28,19/08/96,50.5,0,선불,CAT100,S80
K107810,여,26,03/09/99,13.5,1,선불,CAT100,ASAD170
K107820,여,28,03/09/99,13.5,0,선불,CAT100,S50
K107830,여,31,04/12/97,34.766667,2,선불,CAT100,S50
K107840,여,45,20/05/97,41.366667,4,선불,CAT100,S80
K107850,여,46,08/02/99,20.4,1,선불,CAT100,S80
K107860,남,44,26/10/99,11.733333,0,선불,CAT100,ASAD170
K107870,남,28,13/06/98,28.4,2,선불,CAT100,S50
K107880,남,46,20/06/99,16,0,선불,CAT100,ASAD90
K107890,남,34,22/02/98,32.1,2,선불,CAT100,S80
K107900,여,41,26/02/97,44.133333,7,선불,CAT100,ASAD90
K107910,여,46,02/04/97,42.966667,0,선불,CAT100,S80
K107920,여,47,09/04/98,30.566667,2,선불,CAT100,S50
K107930,남,33,18/09/98,25.166667,11,선불,CAT100,ASAD170
K107940,남,36,08/06/98,28.566667,0,선불,CAT100,ASAD90
K107950,남,41,25/10/96,48.266667,2,선불,CAT100,ASAD90
K107960,여,35,27/01/99,20.8,4,선불,CAT100,S50
K107970,여,28,31/10/97,35.9,2,선불,CAT100,S80
K107980,남,35,16/04/96,54.666667,1,선불,CAT100,S50
K107990,남,34,12/08/99,14.233333,0,선불,CAT100,ASAD170
K108000,남,59,31/05/97,41,0,선불,CAT100,S80
K108010,여,33,07/09/97,37.7,5,선불,CAT100,S50
K108020,여,29,27/02/96,56.3,5,선불,CAT100,S80
K108030,남,42,14/11/97,35.433333,2,선불,CAT100,ASAD170
K108040,남,42,07/03/96,56,2,선불,CAT100,ASAD170
K108050,남,46,07/07/97,39.766667,2,선불,CAT100,ASAD170
K108060,남,42,31/12/98,21.7,0,선불,CAT100,ASAD170
K108070,여,50,14/10/96,48.633333,0,선불,CAT100,ASAD90
K108080,여,42,05/05/96,54.033333,1,선불,CAT100,ASAD90
K108090,남,54,27/06/99,15.766667,0,선불,CAT100,S50
K108100,여,39,14/09/98,25.3,2,선불,CAT100,S50
K108110,여,28,25/03/96,55.4,8,선불,CAT100,ASAD170
K108120,남,56,24/02/98,32.033333,1,선불,CAT100,S80
K108130,여,34,18/12/99,9.966667,1,선불,CAT100,S50
K108140,여,30,13/08/98,26.366667,1,선불,CAT100,S50
