고객ID,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화요금_분,평균주간통화시간,평균야간통화시간,평균주말통화시간,국내통화횟수,국내통화시간_분,평균국내통화시간,총통화시간_분,이탈여부
K102190,5,53.399999,16,39,1,3.6,7.421359,0,10.68,2.4375,3.6,22,95.999999,4.363636,103.421358,이탈
K102200,16,69.364105,12,18.932715,12,17.759892,2.233412,0,4.335257,1.577726,1.479991,40,106.056712,2.651418,108.290124,이탈
K102210,13,113.399999,4,30,7,13,12.33635,0,8.723077,7.5,1.857143,24,156.399999,6.516667,168.736349,이탈
K102220,10,68.967499,0,0,4,3.786451,21.32516,0,6.89675,0,0.946613,14,72.75395,5.196711,94.07911,이탈
K102230,16,115.800001,17,29.4,2,20,41.184353,0,7.2375,1.729412,10,35,165.200001,4.72,206.384354,이탈
K102240,13,65.278033,3,6.907012,2,7.042444,4.449135,0,5.021387,2.302337,3.521222,18,79.227489,4.401527,83.676624,이탈
K102250,21,69.6,13,24.299999,1,33,13.054999,0,3.314286,1.869231,33,35,126.899999,3.625714,139.954998,이탈
K102260,11,65.950531,20,29.889859,10,14.14144,33.57475,0,5.995503,1.494493,1.414144,41,109.98183,2.682484,143.55658,이탈
K102270,1,115.8,7,18.6,5,16.5,48.996102,0,115.8,2.657143,3.3,13,150.9,11.607692,199.896102,이탈
K102280,27,46.199999,7,50.400001,14,23.499999,22.978843,0,1.711111,7.2,1.678571,48,120.099999,2.502083,143.078842,이탈
K102290,0,0,26,41.7,13,46.800001,10.352435,0,0,1.603846,3.6,39,88.500001,2.269231,98.852436,이탈
K102300,18,41.4,14,67.799999,5,15,20.539926,0,2.3,4.842857,3,37,124.199999,3.356757,144.739925,이탈
K102310,27,49.2,0,0,5,9.6,10.41942,0,1.822222,0,1.92,32,58.8,1.8375,69.21942,이탈
K102320,16,47.051319,35,46.874437,5,14.504543,4.743701,0,2.940707,1.33927,2.900909,56,108.430299,1.936255,113.174,이탈
K102330,17,27.234164,35,26.517477,23,29.527568,9.240951,0,1.60201,0.757642,1.283807,75,83.279209,1.110389,92.52016,이탈
K102340,20,44.4,6,87.299999,1,13.8,45.566451,0,2.22,14.55,13.8,27,145.499999,5.388889,191.06645,이탈
K102350,26,53.400001,38,78.9,1,38.5,29.036051,0,2.053846,2.076316,38.5,65,170.800001,2.627692,199.836052,이탈
K102360,26,41.399999,14,46.499999,16,34,7.16959,0,1.592308,3.321428,2.125,56,121.899998,2.176786,129.069588,이탈
K102370,38,66,27,103.199999,0,0,26.875499,0,1.736842,3.822222,0,65,169.199999,2.603077,196.075498,이탈
K102380,34,30.025741,12,13.771205,41,28.595943,0.085302,0,0.88311,1.1476,0.697462,87,72.392889,0.832102,72.478191,이탈
K102390,31,63.6,2,34.8,7,36.5,8.398827,0,2.051613,17.4,5.214286,40,134.9,3.3725,143.298827,이탈
K102400,61,48.744807,9,47.047995,1,2.828022,17.518433,0,0.799095,5.227555,2.828022,71,98.620824,1.389026,116.139257,이탈
K102410,11,30.14536,1,7.335371,2,26.929854,9.459796,0,2.740487,7.335371,13.464927,14,64.410585,4.600756,73.870381,이탈
K102420,16,26.955674,26,18.498992,35,34.883813,0.163438,0,1.68473,0.7115,0.99668,77,80.338479,1.043357,80.501917,이탈
K102430,34,67.8,20,68.4,4,23.4,50.181432,0,1.994118,3.42,5.85,58,159.6,2.751724,209.781432,이탈
K102440,48,27.917437,8,21.592392,5,7.088411,2.110166,0,0.581613,2.699049,1.417682,61,56.59824,0.92784,58.708406,이탈
K102450,46,36.653427,21,28.799121,11,16.581311,25.280859,0,0.796814,1.371387,1.507392,78,82.033859,1.051716,107.314718,이탈
K102460,4,13.375181,8,13.813711,22,43.633786,8.283826,0,3.343795,1.726714,1.983354,34,70.822678,2.08302,79.106504,유지
K102470,13,42.6,40,64.5,9,16.199999,34.986839,0,3.276923,1.6125,1.8,62,123.299999,1.98871,158.286838,이탈
K102480,16,72.6,30,66,8,14.4,40.012019,0,4.5375,2.2,1.8,54,153,2.833333,193.012019,이탈
K102490,3,20.4,3,11.7,36,56.399999,20.43737,0,6.8,3.9,1.566667,42,88.499999,2.107143,108.937369,이탈
K102500,4,38.4,17,45.899999,24,54,20.72818,0,9.6,2.7,2.25,45,138.299999,3.073333,159.028179,이탈
K102510,3,20.4,3,11.7,36,56.4,20.437371,0,6.8,3.9,1.566667,42,88.5,2.107143,108.937371,이탈
K102520,2,16.579693,23,93.0305,0,0,17.26179,0,8.289846,4.044804,0,25,109.610193,4.384408,126.871983,이탈
K102530,9,65.400001,7,58.799999,10,24,10.720902,0,7.266667,8.4,2.4,26,148.2,5.7,158.920902,이탈
K102540,1,23.183933,38,41.753586,3,2.43844,21.622694,0,23.183933,1.098779,0.812813,42,67.375959,1.60419,88.998653,유지
K102550,6,30.885284,9,28.168524,27,27.167611,12.701285,0,5.147547,3.129836,1.006208,42,86.221419,2.052891,98.922704,이탈
K102560,4,43.2,7,99.599998,4,11.400002,22.356481,0,10.8,14.228571,2.85,15,154.2,10.28,176.556481,이탈
K102570,8,36,5,28.5,0,0,14.263193,0,4.5,5.7,0,13,64.5,4.961538,78.763193,이탈
K102580,6,70.799999,28,53.7,2,20.4,43.220194,0,11.8,1.917857,10.2,36,144.899999,4.025,188.120193,이탈
K102590,13,52.199999,9,79.500001,3,8.4,10.539898,0,4.015385,8.833333,2.8,25,140.1,5.604,150.639898,이탈
K102600,234,522,185,299.100001,46,97.8,257.307962,34.060767,2.230769,1.616757,2.126087,465,918.900001,1.976129,1176.207963,유지
K102610,337,580.8,11,92.4,29,61.8,216.89375,17.417756,1.723442,8.4,2.131034,377,735,1.949602,951.89375,이탈
K102620,270,465,256,403.499999,3,48,253.75585,31.8831,1.722222,1.576172,16,529,916.499999,1.732514,1170.255849,유지
K102630,396,611.399999,19,41.399999,28,48.600001,215.144447,13.908889,1.543939,2.178947,1.735714,443,701.399999,1.583296,916.544446,유지
K102640,345,704.400001,75,138.599999,6,41,273.148909,36.830044,2.041739,1.848,6.833333,426,884,2.075117,1157.148909,유지
K102650,323,659.4,47,91.5,4,21.6,190.608311,23.349466,2.041486,1.946809,5.4,374,772.5,2.065508,963.108311,유지
K102660,179,365.4,49,229.799999,2,21,190.686325,1.770643,2.041341,4.689796,10.5,230,616.199999,2.67913,806.886324,유지
K102670,222,453.6,32,325.500001,2,18,212.556919,21.071229,2.043243,10.171875,9,256,797.100001,3.113672,1009.65692,이탈
K102680,362,576.599999,74,205.2,0,0,192.455992,22.593127,1.592818,2.772973,0,436,781.799999,1.793119,974.255991,이탈
K102690,207,319.200001,110,204.900001,22,63,193.477119,0,1.542029,1.862727,2.863636,339,587.100002,1.731858,780.577121,유지
K102700,402,691.2,78,216.9,12,22.8,254.2084,41.114564,1.719403,2.780769,1.9,492,930.9,1.892073,1185.1084,유지
K102710,228,466.8,85,196.500001,21,39,222.938822,11.914607,2.047368,2.311765,1.857143,334,702.300001,2.102695,925.238823,유지
K102720,301,480,117,356.7,0,0,245.999108,25.781523,1.594684,3.048718,0,418,836.7,2.001675,1082.699108,이탈
K102730,329,675,14,69.9,41,68.400001,246.765202,28.367876,2.051672,4.992857,1.668293,384,813.300001,2.117969,1060.065203,유지
K102740,193,378,140,330.3,17,41,221.075637,14.99675,1.958549,2.359286,2.411765,350,749.3,2.140857,970.375637,이탈
K102750,368,756.6,8,142.199999,1,1.8,229.34503,40.283603,2.055978,17.775,1.8,377,900.599999,2.388859,1129.945029,유지
K102760,203,351,109,256.500001,7,79.2,202.516451,8.766586,1.729064,2.353211,11.314286,319,686.700001,2.152665,889.216452,이탈
K102770,495,789.6,33,55.2,45,90,308.060657,45.01964,1.595152,1.672727,2,573,934.8,1.631414,1242.860657,이탈
K102780,359,740.4,28,135.900001,5,47.4,292.82955,42.131464,2.062396,4.853571,9.48,392,923.700001,2.356378,1216.529551,유지
K102790,252,519.599999,15,45,0,0,188.805204,0,2.061905,3,0,267,564.599999,2.114607,753.405203,유지
K102800,303,624.599999,30,219.300001,1,82.2,280.467523,38.298529,2.061386,7.31,82.2,334,926.1,2.772754,1206.567523,유지
K102810,317,654,46,159.900002,31,70.799999,212.608258,35.280982,2.063091,3.476087,2.283871,394,884.700001,2.245431,1097.308259,이탈
K102820,345,714,14,63,1,3,189.83515,25.476923,2.069565,4.5,3,360,780,2.166667,969.83515,이탈
K102830,239,369,160,279.300001,24,39.6,193.919278,9.11009,1.543933,1.745625,1.65,423,687.900001,1.626241,881.819279,유지
K102840,152,315.600001,160,282.9,7,25.200001,190.123905,2.38425,2.076316,1.768125,3.6,319,623.700002,1.955172,813.823907,유지
K102850,204,424.8,21,215.100001,52,91.8,190.857681,14.23105,2.082353,10.242857,1.765385,277,731.700001,2.641516,922.557682,이탈
K102860,311,544.8,163,270.9,53,126.599999,182.843747,36.90541,1.751768,1.661963,2.388679,527,942.299999,1.788046,1125.143746,유지
K102870,240,502.200001,114,323.1,7,20.399999,243.24089,26.875344,2.0925,2.834211,2.914286,361,845.7,2.342659,1088.94089,이탈
K102880,414,625.8,78,123.6,20,41.4,191.532014,24.638968,1.511594,1.584615,2.07,512,790.8,1.544531,982.332014,유지
K102890,441,766.2,9,66,0,0,193.129369,33.355628,1.737415,7.333333,0,450,832.2,1.849333,1025.329369,이탈
K102900,283,492,21,172.200001,40,61.799999,191.644989,14.838843,1.738516,8.2,1.545,344,726,2.110465,917.644989,유지
K102910,326,492.6,35,64.2,4,34.8,188.53132,0,1.511043,1.834286,8.7,365,591.6,1.620822,780.13132,유지
K102920,336,517.8,239,373.8,15,38,221.938216,34.839174,1.541071,1.564017,2.533333,590,929.6,1.575593,1151.538216,유지
K102930,290,505.8,78,249.900001,20,33,211.389266,21.536491,1.744138,3.203846,1.65,388,788.700001,2.032732,1000.089267,이탈
K102940,244,511.8,125,294.9,0,0,258.374028,23.533076,2.097541,2.3592,0,369,806.7,2.186179,1065.074028,유지
K102950,432,666.600001,44,81.600001,1,60,239.69086,27.582249,1.543056,1.854545,60,477,808.200002,1.69434,1047.890862,유지
K102960,230,483.6,63,266.4,30,58.8,244.454723,22.92463,2.102609,4.228571,1.96,323,808.8,2.504025,1053.254723,이탈
K102970,276,581.4,74,286.2,3,13.8,290.16962,32.632055,2.106522,3.867568,4.6,353,881.4,2.496884,1171.56962,유지
K102980,317,669,145,266.699999,3,41.4,239.792332,44.674252,2.11041,1.83931,13.8,465,977.099999,2.10129,1216.892331,이탈
K102990,218,379.8,139,231,9,21.599999,203.221056,3.565845,1.742202,1.661871,2.4,366,632.399999,1.727869,835.621055,유지
K103000,282,453,19,268.200001,16,81,186.64205,21.528174,1.606383,14.11579,5.0625,317,802.200001,2.530599,988.842051,유지
K103010,268,431.4,60,200.4,42,136,234.993851,17.818095,1.609701,3.34,3.238095,370,767.8,2.075135,1002.793851,유지
K103020,306,491.400001,105,274.5,17,79.800001,198.474625,26.561573,1.605882,2.614286,4.694118,428,845.700002,1.975935,1044.174627,유지
K103030,219,463.8,107,213,38,100.2,237.120757,19.415327,2.117808,1.990654,2.636842,364,777,2.134615,1014.120757,유지
K103040,276,585.600001,136,216.899998,7,14.399999,193.492888,26.393615,2.121739,1.594853,2.057143,419,816.899998,1.949642,1010.392886,유지
K103050,364,637.2,86,282.6,8,51.6,283.797206,42.932373,1.750549,3.286047,6.45,458,971.4,2.120961,1255.197206,유지
K103060,468,707.4,78,128.700001,25,65.4,264.87378,38.733469,1.511538,1.65,2.616,571,901.500001,1.578809,1166.373781,유지
K103070,241,511.200001,4,276.6,11,91.799999,266.916872,30.229605,2.121162,69.15,8.345454,256,879.6,3.435937,1146.516872,이탈
K103080,281,610.8,3,108.6,7,19.2,236.515198,18.391804,2.173665,36.2,2.742857,291,738.6,2.538144,975.115198,이탈
K103090,316,672,26,77.400001,0,0,232.313084,20.866957,2.126582,2.976923,0,342,749.400001,2.191228,981.713085,유지
K103100,365,552.600001,86,144.299999,22,102,252.976304,23.702935,1.513973,1.677907,4.636364,473,798.9,1.689006,1051.876304,이탈
K103110,213,454.200001,39,90.899999,76,138,215.89479,9.680402,2.132394,2.330769,1.815789,328,683.1,2.082622,898.99479,유지
K103120,351,531.6,165,365.100001,24,40.5,192.906976,35.986709,1.51453,2.212727,1.6875,540,937.200001,1.735556,1130.106977,유지
K103130,249,529.8,164,288.3,24,77.400001,282.4382,32.257513,2.127711,1.757927,3.225,437,895.500001,2.049199,1177.938201,유지
K103140,262,404.4,29,309.3,10,22,195.064821,14.244166,1.543511,10.665517,2.2,301,735.7,2.444186,930.764821,유지
K103150,303,530.4,0,0,23,40,212.176794,26.956118,1.750495,0,1.73913,326,570.4,1.749693,782.576794,유지
K103160,323,689.4,34,113.7,3,15.6,181.378266,29.350998,2.134365,3.344118,5.2,360,818.7,2.274167,1000.078266,유지
K103170,192,409.8,50,336.3,8,42,240.357392,19.185914,2.134375,6.726,5.25,250,788.1,3.1524,1028.457392,이탈
K103180,389,682.8,3,201.9,3,47.4,291.578008,40.932634,1.75527,67.3,15.8,395,932.1,2.359747,1223.678008,유지
K103190,271,475.200001,136,394.799999,47,76.200001,188.641677,34.696837,1.753506,2.902941,1.621277,454,946.200001,2.084141,1134.841678,이탈
K103200,407,628.8,37,165.3,5,8.5,186.67045,26.002773,1.544963,4.467568,1.7,449,802.6,1.787528,989.27045,유지
K103210,480,842.400001,4,22.8,0,0,259.089482,39.203602,1.755,5.7,0,484,865.200001,1.787603,1124.289483,이탈
K103220,306,658.200001,52,101.099999,11,55.200001,203.489573,28.058812,2.15098,1.944231,5.018182,369,814.500001,2.207317,1017.989574,유지
K103230,345,739.799999,2,36,0,0,207.637657,25.945928,2.144348,18,0,347,775.799999,2.235735,983.437656,유지
K103240,256,556.8,27,87.600002,10,24.600002,199.135657,9.19278,2.175,3.244445,2.46,293,669.000004,2.283276,868.135661,유지
K103250,216,468,70,189.9,24,49.799999,225.052358,12.507169,2.166667,2.712857,2.075,310,707.699999,2.282903,932.752357,유지
K103260,210,453,204,435.300001,1,9.6,183.524415,29.924369,2.157143,2.133824,9.6,415,897.900001,2.163614,1081.424416,유지
K103270,429,755.399999,58,101.700001,33,71.399999,276.042225,43.150784,1.760839,1.753448,2.163636,520,928.499999,1.785577,1204.542224,유지
K103280,373,656.399999,27,126,11,28,185.366665,27.561777,1.759786,4.666667,2.545455,411,810.399999,1.971776,995.766664,유지
K103290,390,627.600001,41,162,0,0,225.197971,25.019456,1.609231,3.95122,0,431,789.600001,1.832019,1014.797972,유지
K103300,313,504,158,335.399999,16,32.399999,258.887106,29.303146,1.610224,2.122785,2.025,487,871.799998,1.790144,1130.687104,유지
K103310,237,417.600001,81,283.2,45,123,243.180536,22.534852,1.762025,3.496296,2.733333,363,823.800001,2.269421,1066.980537,유지
K103320,459,709.8,7,132.600001,8,15,222.376334,34.178901,1.546405,18.942857,1.875,474,857.400001,1.808861,1079.776335,이탈
K103330,360,634.8,42,148.8,3,5.4,256.937283,24.656235,1.763333,3.542857,1.8,405,789,1.948148,1045.937283,유지
K103340,184,399,228,356.099999,12,31,237.768202,18.75086,2.168478,1.561842,2.583333,424,786.099999,1.854009,1023.868201,이탈
K103350,264,572.4,52,274.200001,20,49.799999,292.72422,33.746747,2.168182,5.273077,2.49,336,896.4,2.667857,1189.12422,유지
K103360,298,646.200001,122,189.599999,51,85.200001,302.538374,38.57228,2.168456,1.554098,1.670588,471,921.000001,1.955414,1223.538375,이탈
K103370,330,715.2,49,110.7,58,101.400001,276.049685,41.608714,2.167273,2.259184,1.748276,437,927.300001,2.121968,1203.349686,유지
K103380,263,406.8,178,355.2,4,30.600001,207.852679,19.515147,1.546768,1.995506,7.65,445,792.600001,1.781124,1000.45268,이탈
K103390,259,563.4,116,257.700001,6,21.500001,214.02328,28.35132,2.17529,2.221552,3.583333,381,842.600002,2.211549,1056.623282,유지
K103400,387,586.8,76,225,5,21.499999,222.411749,28.09371,1.516279,2.960526,4.3,468,833.299999,1.780556,1055.711748,유지
K103410,408,632.4,16,231.3,4,58.2,191.113271,38.176524,1.55,14.45625,14.55,428,921.9,2.153972,1113.013271,유지
K103420,238,518.4,18,245.699999,20,59.4,222.607154,25.244509,2.178151,13.65,2.97,276,823.499999,2.983696,1046.107153,유지
K103430,389,688.199999,92,154.5,2,28.8,244.991584,35.014621,1.769152,1.679348,14.4,483,871.499999,1.804348,1116.491583,유지
K103440,324,501.600001,17,120.600001,27,58.8,182.303786,10.016167,1.548148,7.094118,2.177778,368,681.000002,1.850543,863.303788,유지
K103450,254,558,110,222.3,10,32.5,225.944361,25.249055,2.19685,2.020909,3.25,374,812.8,2.173262,1038.744361,이탈
K103460,311,481.199999,134,342,15,71.4,294.911968,30.576359,1.547267,2.552239,4.76,460,894.599999,1.944783,1189.511967,유지
K103470,218,387.600001,202,335.399999,19,31.2,213.140966,15.634678,1.777982,1.660396,1.642105,439,754.2,1.717995,967.340966,유지
K103480,315,692.399999,87,214.499999,5,12.5,208.391328,40.02401,2.198095,2.465517,2.5,407,919.399998,2.258968,1127.791326,유지
K103490,511,827.400001,27,42,16,40.2,286.775086,43.642164,1.619178,1.555556,2.5125,554,909.600001,1.641877,1196.375087,이탈
K103500,264,582,232,366.9,20,50.5,257.423857,43.229035,2.204545,1.581466,2.525,516,999.4,1.936822,1256.823857,유지
K103510,271,604.799998,84,186,1,7.8,189.39959,24.970481,2.231734,2.214286,7.8,356,798.599998,2.243258,987.999588,유지
K103520,410,730.199999,1,73.5,62,115.800001,192.532641,41.347364,1.780976,73.5,1.867742,473,919.5,1.943975,1112.032641,유지
K103530,282,436.199999,232,368.1,11,44.400001,205.247709,25.217249,1.546809,1.586638,4.036364,525,848.7,1.616571,1053.947709,이탈
K103540,303,670.2,48,138.299999,1,51.5,204.273702,33.261858,2.211881,2.88125,51.5,352,859.999999,2.443182,1064.273701,유지
K103550,248,441.6,132,227.700001,37,60.6,236.779662,14.354136,1.780645,1.725,1.637838,417,729.900001,1.75036,966.679663,유지
K103560,255,396,51,235.799999,4,24,194.57889,6.159441,1.552941,4.623529,6,310,655.799999,2.115484,850.378889,이탈
K103570,193,427.2,138,221.1,2,8.4,204.680889,6.523478,2.213472,1.602174,4.2,333,656.7,1.972072,861.380889,유지
K103580,440,714,114,186,5,7.800001,192.204061,39.59899,1.622727,1.631579,1.56,559,907.800001,1.623971,1100.004062,유지
K103590,442,787.8,42,108,13,31.2,242.257958,44.139708,1.782353,2.571429,2.4,497,927,1.865191,1169.257958,유지
K103600,328,532.8,54,172.2,1,2.4,220.248013,13.459159,1.62439,3.188889,2.4,383,707.4,1.846997,927.648013,이탈
K103610,290,655.200001,169,279.9,8,16.799999,196.48895,41.816543,2.25931,1.656213,2.1,467,951.9,2.03833,1148.38895,유지
K103620,195,437.400001,29,95.1,21,46.200001,182.351348,0,2.243077,3.27931,2.2,245,578.700002,2.362041,761.05135,이탈
K103630,261,583.799999,65,115.200001,0,0,205.891726,15.229582,2.236782,1.772308,0,326,699,2.144172,904.891726,유지
K103640,294,656.4,113,255.6,0,0,231.882827,40.11468,2.232653,2.261947,0,407,912,2.240786,1143.882827,유지
K103650,361,562.199999,173,320.1,11,56.4,190.370148,37.220198,1.557341,1.850289,5.127273,545,938.699999,1.722385,1129.070147,유지
K103660,260,582,5,32.1,0,0,189.178282,2.547545,2.238462,6.42,0,265,614.1,2.317358,803.278282,유지
K103670,383,684.600001,27,174.600001,27,109.799999,185.194531,44.519907,1.787467,6.466667,4.066667,437,969.000001,2.217391,1154.194532,이탈
K103680,335,749.4,23,179.4,5,11.4,199.707839,44.126133,2.237015,7.8,2.28,363,940.2,2.590083,1139.907839,유지
K103690,203,456,183,321.3,0,0,241.528772,19.39181,2.246305,1.755738,0,386,777.3,2.013731,1018.828772,이탈
K103700,264,592.799999,170,336.6,10,27.6,268.959167,39.963857,2.245455,1.98,2.76,444,956.999999,2.155405,1225.959166,이탈
K103710,316,567.6,76,262.200001,4,52.799999,246.494204,32.304004,1.796203,3.45,13.2,396,882.6,2.228788,1129.094204,유지
K103720,328,508.2,97,147.600001,4,24.6,198.84947,10.025185,1.54939,1.521649,6.15,429,680.400001,1.586014,879.249471,유지
K103730,294,661.8,18,80.7,14,101.5,205.88737,31.332606,2.25102,4.483333,7.25,326,844,2.588957,1049.88737,유지
K103740,298,462.6,88,243,3,15.5,195.54424,13.823806,1.552349,2.761364,5.166667,389,721.1,1.853728,916.64424,유지
K103750,193,436.800001,159,316.499999,14,41.4,201.840712,20.436517,2.263212,1.990566,2.957143,366,794.7,2.171311,996.540712,이탈
K103760,273,617.4,10,82.200001,3,5,185.726299,14.395491,2.261538,8.22,1.666667,286,704.600001,2.463636,890.3263,유지
K103770,384,690.600001,65,155.100001,9,18.600001,213.303188,34.333314,1.798438,2.386154,2.066667,458,864.300003,1.887118,1077.603191,유지
K103780,427,769.2,3,24.9,9,75,257.253806,37.27179,1.801405,8.3,8.333333,439,869.1,1.979727,1126.353806,유지
K103790,209,476.399999,15,369.3,4,24,227.817499,28.258493,2.279426,24.62,6,228,869.699999,3.814474,1097.517498,유지
K103800,294,531,37,174.6,17,49.2,192.580768,18.630144,1.806122,4.718919,2.894118,348,754.8,2.168966,947.380768,유지
K103810,203,463.2,90,215.399998,31,82.2,204.876868,17.830031,2.281773,2.393333,2.651613,324,760.799998,2.348148,965.676866,이탈
K103820,144,330,11,231.900001,14,42,192.791099,0.408116,2.291667,21.081818,3,169,603.900001,3.573373,796.6911,이탈
K103830,419,763.199999,17,59.7,6,11,213.274755,33.101941,1.82148,3.511765,1.833333,442,833.899999,1.886652,1047.174754,유지
K103840,290,663,64,194.400001,10,36,186.284819,36.443472,2.286207,3.0375,3.6,364,893.400001,2.454396,1079.68482,유지
K103850,194,444,81,218.099999,2,43,194.556987,11.873125,2.28866,2.692593,21.5,277,705.099999,2.545487,899.656986,유지
K103860,251,573.6,20,39.6,27,68.4,189.562264,10.947043,2.285259,1.98,2.533333,298,681.6,2.287248,871.162264,유지
K103870,343,784.200001,5,21,0,0,219.002998,32.388193,2.286297,4.2,0,348,805.200001,2.313793,1024.202999,이탈
K103880,465,705.6,47,83.4,15,135.499999,287.394307,40.991597,1.517419,1.774468,9.033333,527,924.499999,1.754269,1211.894306,이탈
K103890,219,505.2,176,265.8,0,0,191.258708,20.130371,2.306849,1.510227,0,395,771,1.951899,962.258708,유지
K103900,277,636.600001,123,190.2,0,0,258.933975,29.078091,2.298195,1.546341,0,400,826.800001,2.067,1085.733976,유지
K103910,293,531.6,135,459.3,1,4.8,237.418249,40.911255,1.814334,3.402222,4.8,429,995.7,2.320979,1233.118249,유지
K103920,307,714.6,1,139.5,37,89.4,281.603956,43.191439,2.327687,139.5,2.416216,345,943.5,2.734783,1225.103956,유지
K103930,419,636,101,281.4,6,42,238.38632,41.795143,1.5179,2.786139,7,526,959.4,1.823954,1197.78632,유지
K103940,216,501,8,271.2,14,24,231.168689,22.155667,2.319444,33.9,1.714286,238,796.2,3.345378,1027.368689,유지
K103950,269,624,4,55.5,41,94.2,188.138422,22.694151,2.319703,13.875,2.297561,314,773.7,2.464013,961.838422,이탈
